ASN;Info
AS739;AFCONC-BLOCK2-AS, US
AS740;AFCONC-BLOCK2-AS, US
AS741;AFCONC-BLOCK2-AS, US
AS742;AFCONC-BLOCK2-AS, US
AS743;AFCONC-BLOCK2-AS, US
AS744;AFCONC-BLOCK2-AS, US
AS745;AFCONC-BLOCK2-AS, US
AS746;AFCONC-BLOCK2-AS, US
AS747;DNIC-AS-00747, US
AS748;DNIC-AS-00748, US
AS749;DNIC-AS-00749, US
AS750;MERIT-AS-16, US
AS751;MERIT-AS-17, US
AS752;MERIT-AS-18, US
AS753;MERIT-AS-19, US
AS754;MERIT-AS-20, US
AS755;MERIT-AS-21, US
AS756;MERIT-AS-22, US
AS757;MERIT-AS-23, US
AS758;MERIT-AS-24, US
AS759;MERIT-AS-25, US
AS760;UNIVIE University of Vienna, Austria, AT
AS761;TIETORAITTI-AS Seinajoen Tietoraitti Oy, EU
AS762;WELLFLEET-AS, US
AS763;SQNT-TEAMNET-AS, US
AS764;FI-PMO-AS Prime Ministers Office, EU
AS765;DNIC-AS-00765, US
AS766;REDIRIS RedIRIS Autonomous System, ES
AS767;DNIC-AS-00767, US
AS768;DNIC-AS-00768, US
AS769;DNIC-AS-00769, US
AS770;DNIC-AS-00770, US
AS771;AS771, US
AS772;DNIC-AS-00772, US
AS773;PARSONS-PGS-2, US
AS774;FR-INRIA1 Institut National de Recherche en Informatique, EU
AS775;FR-INRIA-ROCQ Institut National de Recherche en Informatique, EU
AS776;FR-INRIA-SOPHIA INRIA Sophia-Antipolis, EU
AS777;CEA-Saclay, EU
AS778;FR-INRIA-MONTBONNOT INRIA Rhone-Alpes, EU
AS779;FR-RENATER Reseau National de telecommunications pour la Technologie, EU
AS780;FR-ARAMIS IMAG, EU
AS781;FR-RENATER-LOTHAIRE Reseaux Regionaux StanNet et AmperNet, EU
AS782;FR-LORIA AS for the Laboratoire en recherche informatique et ses applications, EU
AS783;FR-INRIA2 Institut National de Recherche en Informatique, EU
AS784;HJFNET-AS, US
AS785;DNIC-AS-00785, US
AS786;JANET Jisc Services Limited, GB
AS787;DNIC-AS-00787, US
AS788;DNIC-AS-00788, US
AS789;IN2P3 IN2P3 Autonomous System, EU
AS790;EUNET, FI
AS791;AINET-AS791, US
AS792;ORACLE-ASNBLOCK-ASN, US
AS793;ORACLE-ASNBLOCK-ASN, US
AS794;ORACLE-ASNBLOCK-ASN, US
AS795;AMERITECH-AS, US
AS796;AMERITECH-AS, US
AS797;AMERITECH-AS, US
AS798;DNIC-AS-00798, US
AS799;DNIC-AS-00799, US
AS800;ONEWEB, US
AS801;AMAZON-R, US
AS802;YORKU-AS, CA
AS803;SASKTEL, CA
AS804;ISTS-AS-AS, CA
AS805;GLOBELIFE-ASN-01, US
AS806;SSC-299-806, CA
AS807;FORKSYSTEMS, US
AS808;GONET-ASN-1, CA
AS809;PPD-TRANSIT, US
AS810;SSCWEST, CA
AS811;SSCEAST, CA
AS812;ROGERS-COMMUNICATIONS, CA
AS813;UUNET-CANADA, US
AS814;UUNET-CANADA, US
AS815;UUNET-CANADA, US
AS816;MOONV6, US
AS817;UUNET-CANADA, US
AS818;DOC-AS, CA
AS819;LARG-NET, CA
AS820;SSC-299-Z-820, CA
AS821;DISC, CA
AS822;STJOSEPHS-AS, CA
AS823;UWO-AS, CA
AS824;GLAXOSMITHKLINE, US
AS825;CFWS-NET, CA
AS826;CRTC-GC-AS, CA
AS827;ALCAN-AS, CA
AS828;NLC-BNC-GC-AS, CA
AS829;SUPER48, CA
AS830;SUPER48, CA
AS831;SYGMA-EXT-OR, CA
AS832;SYGMA-EXT-QR, CA
AS833;SWN-AS-NEW, US
AS834;IPXO, US
AS835;GOCODEIT-EDGE, CA
AS836;WHITE-PLAINS-HOSPITAL, US
AS837;SSC-299-Z-837, CA
AS838;CANET2-ASN, CA
AS839;CANET2-ASN, CA
AS840;CANET2-ASN, CA
AS841;CANET2-ASN, CA
AS842;CANET2-ASN, CA
AS843;VOLTERRA-01, US
AS844;-Reserved AS-, ZZ
AS845;SBA-CONNECT, US
AS846;SOLV-OCC-01, US
AS847;SANTACLARA-IXP, US
AS848;TALLAHASE-IXP, US
AS849;MIAMI-GARDENS-IXP, US
AS850;JACKSONVILLE-IXP, US
AS851;RISQ-2, CA
AS852;TELUS Communications, CA
AS853;MADISON-IXP, US
AS854;MINNEAPOLIS-IXP, US
AS855;CANET-ASN-4, CA
AS856;NBREN, CA
AS857;GONET-ASN-17, CA
AS858;GONET-ASN-17, CA
AS859;GONET-ASN-17, CA
AS860;GONET-ASN-17, CA
AS861;GONET-ASN-17, CA
AS862;GONET-ASN-17, CA
AS863;GONET-ASN-17, CA
AS864;GONET-ASN-17, CA
AS865;GONET-ASN-17, CA
AS866;GONET-ASN-17, CA
AS867;GONET-ASN-17, CA
AS868;GONET-ASN-17, CA
AS869;GONET-ASN-17, CA
AS870;GONET-ASN-17, CA
AS871;GONET-ASN-17, CA
AS872;GONET-ASN-17, CA
AS873;GONET-ASN-17, CA
AS874;GONET-ASN-17, CA
AS875;GONET-ASN-17, CA
AS876;GONET-ASN-17, CA
AS877;GONET-ASN-17, CA
AS878;GONET-ASN-17, CA
AS879;GONET-ASN-17, CA
AS880;GONET-ASN-17, CA
AS881;GONET-ASN-17, CA
AS882;GONET-ASN-17, CA
AS883;GONET-ASN-17, CA
AS884;GONET-ASN-17, CA
AS885;GONET-ASN-17, CA
AS886;SBH-IX-SERVICES, BL
AS887;SBH-IX-ROUTE-SERVERS, BL
AS888;AMECO-PRIMARY, US
AS889;DVFIBER-VT, US
AS890;EXTERNAL-ASN-HSD-01, US
AS891;SB-AS-001, US
AS892;EBSI-ISP-FO-01, US
AS893;NINJA-IX-FOUNDATION-ASN, US
AS894;NINJA-IX-SERVICES-ASN, US
AS895;FASTLY-NET, US
AS896;FORTLAB, US
AS897;TRS-ASN-01, US
AS898;SDDC-CLOUD-PEERING, US
AS899;INTRTEL, US
AS900;WAA, CA
AS901;FSTRF14541, US
AS902;SPACECOASTCREDITUNIONMAIN, US
AS903;UNIFIED-COMMUNICATIONS-TECHNOLOGIES, US
AS904;WABH, US
AS905;WRPS-01, CA
AS906;DMIT, US
AS907;MPSP-EVENT, US
AS908;AS-DAVENPRO, US
AS909;TORONTOPORT, CA
AS910;NORTA-CANAL, US
AS911;INTERNATIONAL-MEDICAL-GROUP, US
AS912;HUT8-EAST, CA
AS913;HUT8-WEST, CA
AS914;MXAK-JNU-AK, US
AS915;PHLOX, US
AS916;STALWART-ASN-01, US
AS917;MISAKA, US
AS918;DFDB-NET, US
AS919;HOWARD-UNIV, US
AS920;ARCFIELD-01, US
AS921;FINSLICE-US-01, US
AS922;GOCODEIT-CORP, CA
AS923;HWS, US
AS924;CLOUDIE-NETWORKS-LLC, US
AS925;SIFIBE, US
AS926;ZAPPIE, US
AS927;QUINTILLION, US
AS928;AS-GVVME-NET2, US
AS929;KIRINO, US
AS930;CITY-OF-CELINA, US
AS931;AS-HYONIX-, US
AS932;XNNET, US
AS933;AIT-001, CA
AS934;BSI, US
AS935;PPS-NET-165, US
AS936;WEICH-ASN-01, US
AS937;DALET-AMERICA-01, US
AS938;FM-ARIN, US
AS939;USA-2022, US
AS940;-Reserved AS-, ZZ
AS941;LDCL-BB, US
AS942;FORK-OOB, US
AS943;CENTIVA-ASN-01, US
AS944;BLAZINGBYTE, US
AS945;AUGUST-INTERNET, US
AS946;ASTRA, US
AS947;RUDIO, US
AS948;JANTECHCS-AS, US
AS949;XTOM, US
AS950;MILEHIGHWALRUS-ANYCAST, US
AS951;IOHARBOR, US
AS952;HOP, US
AS953;MW-UUN, US
AS954;LSHIY, US
AS955;LSHIY, US
AS956;AS956-CANADASTRONG, CA
AS957;UVJ, CA
AS958;GENIE-NODEBUFF, CA
AS959;OHANACAST, US
AS960;ORTHOFIX-IDC, US
AS961;ACHIEVE-, US
AS962;UBERDUCK-ANYCAST, US
AS963;BLINKOH-LLC, US
AS964;IONSWITCH-NW, US
AS965;WEBHOSTINGHOLDINGS, US
AS966;CABLE-FIBERLINK, US
AS967;VMISS-, CA
AS968;PACKETFRAME, US
AS969;MISAKA, US
AS970;KEATONAGLAIR-EHRE-EIN, CA
AS971;NEXRIL, US
AS972;CF3, US
AS973;REVIVE-IT-NETWORK, US
AS974;UTSOUTHERN, US
AS975;MICHIGANTECHGRP-AS, US
AS976;CORENET, US
AS977;2EZNET-2, CA
AS978;SHAMROCK-TRADING-CORPORATION, US
AS979;NETLAB-SDN, US
AS980;NORTHERN-CABLE, US
AS981;TRANSIT-SCHULICH, CA
AS982;PACKETFRAME, US
AS983;AKARI-NETWORKS, US
AS984;OCTOPUS-WEB-SOLUTION-INC, US
AS985;SMART-IX-SERVICES, MF
AS986;KINGSBURG-CORE-1, US
AS987;PHIN, US
AS988;COMPUTECH-ASN, MF
AS989;ANAXA3-ASN, US
AS990;INDEX-SF, US
AS991;BLACKIP360, CA
AS992;MODEST-LABS, US
AS993;BLACK-MESA, US
AS994;AS-VIIRTUE, US
AS995;SMTECH, US
AS996;JY-MOBILE-COMMUNICATIONS, US
AS997;KLAYER, US
AS998;HYPESTAT, US
AS999;ITDC, US
AS1000;ITDC, US
AS1001;ACI, US
AS1002;VHL-AS, US
AS1003;ANDREWNET, US
AS1004;AMBYRE, US
AS1005;LUMOS-VIRGINA, US
AS1006;RACKDOG, US
AS1007;SMART-IX-ROUTE-SERVERS, MF
AS1008;GANJINGWORLD, US
AS1009;GOV-ISP-PAFB, US
AS1010;WHT-ASN-01, US
AS1011;ACCUTAR-NA-01, CA
AS1012;MOE-BGP, US
AS1013;BFIL, US
AS1014;NETLAB-SDN, US
AS1015;SERVERSTARTERHOST, US
AS1016;IPARCH-, US
AS1017;MYSTIC, US
AS1018;ZAP, US
AS1019;SOTERAHEALTH, US
AS1020;MWC-CHI-UUN, US
AS1021;CVTECH1, US
AS1022;LDCL-SJC, US
AS1023;COMPUTER-TEAM-INC, US
AS1024;CANAD112, CA
AS1025;VCHS-EDGE-1, US
AS1026;YOUTUBE-TV, US
AS1027;TNTWIFI-MO-01, US
AS1028;RO-LV-IL, US
AS1029;BLACK-MESA-IX, US
AS1030;DOMAIN, US
AS1031;PEER-1-INTERNET, US
AS1032;NETSPEEDMS, US
AS1033;HPE-AMS-CFC, US
AS1034;AMS-BTC-CRAY, US
AS1035;KMB4, US
AS1036;APPLE-RETAIL, US
AS1037;RBDC-AS-1, US
AS1038;ISP-ALLIANCE, CA
AS1039;CCIS-01, CA
AS1040;ACI-INFRA, US
AS1041;KMB3, US
AS1042;APPLE-CDN, US
AS1043;KSP-REG-1, CA
AS1044;BLINN-AS, US
AS1045;ZS-ASSOCIATES, US
AS1046;LCFL-IAD, US
AS1047;CLEANSPARK-GODBY-100, US
AS1048;MERLIN-02, CA
AS1049;AUI-INTERNET, US
AS1050;ONVOX, US
AS1051;RIDGETOWERNET, US
AS1052;COEUR-D-ALENE-TRIBE, US
AS1053;BEARCOM-ALWAYS-ON, US
AS1054;VMISS-INC, CA
AS1055;CITY-OF-MANTECA-CALIFORNIA, US
AS1056;WHG, US
AS1057;FALCON-WIRELESS, US
AS1058;FSRM, US
AS1059;TIERPOINT-01, US
AS1060;SUNWEST-BANK, US
AS1061;LS3, CA
AS1062;EMMETT-FIBER, US
AS1063;AS-CBBS, US
AS1064;AS-RIVULET, US
AS1065;TANGERINE-LV, US
AS1066;ARMIS-01, US
AS1067;HC-CB-216, US
AS1068;SERVICES-MREGL-01, US
AS1069;SG-VRI, US
AS1070;AS-PRP-001, CA
AS1071;ROCKNETWORKS-161-ASN01, CA
AS1072;PAYWARD-ASN-01, US
AS1073;SCLSA-ASN-01, US
AS1074;PRODUCTION-NETWORKS, US
AS1075;AS-WITC-01, US
AS1076;TNC-WIRELESS-LTD-22, CA
AS1077;ACTIVEPURE-TECH-01, US
AS1078;LIGHTWAVE-MISSOURI-01, US
AS1079;PROT-DEFAULT-ASN, US
AS1080;WPCCU-ASN-01, US
AS1081;CSM-I-01, US
AS1082;HBH-ASN-1, US
AS1083;AGK-CONSULTING-INC, US
AS1084;IMIL-4-NETWORK, US
AS1085;PCRI-ORIG-01, CA
AS1086;GET-REAL-CABLE-ASN, US
AS1087;ISD271, US
AS1088;FASTBRIDGE-FIBER-RDNG-PA-01, US
AS1089;ZELLATECH, US
AS1101;IP-EEND-AS IP-EEND BV, NL
AS1102;SMEERBOEL-AS SMEERBOEL BV, NL
AS1103;SURFNET-NL SURFnet, The Netherlands, NL
AS1104;NIKHEF Nikhef, NL
AS1105;SURFNET-L3VPN-AS SURFnet BV, NL
AS1106;SURFNET-AS SURFnet BV, NL
AS1107;SURFNET-AS SURFnet BV, NL
AS1108;SURFNET-AS SURFnet BV, NL
AS1109;UNI-SALZBURG University of Salzburg, AT
AS1110;University of Innsbruck, AT
AS1111;University of Klagenfurt, AT
AS1112;Montanuniversitaet Leoben, AT
AS1113;TUGNET Technische Universitaet Graz, AT
AS1114;Universitaet Graz, AT
AS1115;Austrian Academy of Sciences, AT
AS1116;MDWNET Universitaet f. Musik und darstellende Kunst Wien, AT
AS1117;BOKU Universitaet fuer Bodenkultur Wien, EU
AS1118;ASN-Graz, EU
AS1119;ACOnet Testing AS, EU
AS1120;ACONET_SERVICES ACOnet Services @ Vienna Internet eXchange, EU
AS1121;VIX-RS VIX Route Server, EU
AS1122;ACONET-AS for TNC17, EU
AS1123;Technikum Vorarlberg, EU
AS1124;UVA-NL Universiteit van Amsterdam, EU
AS1125;SURF Test Network, NL
AS1126;VANCIS Vancis Advanced ICT Services, EU
AS1127;Unused: was SURFnet Multicast Test ASN, NL
AS1128;TUDELFT-NL DTO TUDELFT, The Netherlands - AS, NL
AS1129;SURFNET-AS SURFnet BV, NL
AS1130;Unused was SURFnet VPN TEST ASN, NL
AS1131;SURFNET-AS SURFnet BV, NL
AS1132;METEOGROUP-AS MeteoGroup Nederland B.V., NL
AS1133;UTWENTE-AS University Twente, NL
AS1134;KPNM-, NL
AS1135;Veronica Interactive Plaza, EU
AS1136;KPN KPN National, NL
AS1137;UNIP, EU
AS1138;UNUSED, NL
AS1139;AMOLF, NL
AS1140;SIDN, NL
AS1141;TUE-SPACELABS Eindhoven University of Technology, NL
AS1142;WKAPNET Springer Science and Business Media B.V., NL
AS1143;NOTINUSE-AS currently not in use, NL
AS1144;SURFNET-AS SURFnet BV, NL
AS1145;KENNISNET-AS Kennisnet, NL
AS1146;OS3-AS OS3, NL
AS1147;MCL-AS Medisch Centrum Leeuwarden, NL
AS1148;LOFAR-AS Stichting LOFAR, NL
AS1149;SURFNET-AS Tijdelijk uitgeleend aan UTWENTE voor onderzoek, NL
AS1150;SURFNET-AS, NL
AS1151;SURFNET-AS SURFnet BV, NL
AS1152;SIVON-AS the Netherlands, NL
AS1153;SURFNET-AS SURFnet BV, NL
AS1154;SURFNET-AS SURFnet BV, NL
AS1155;SURFnet5 Test-AS, NL
AS1156;SURFNET-AS SURFnet BV, NL
AS1157;SURFNET-AS SURFnet BV, NL
AS1158;SURFNET-AS SURFnet BV, NL
AS1159;SURFNET-AS SURFnet BV, NL
AS1160;SURFNET-AS SURFnet BV, NL
AS1161;AS-TUE Technische Universiteit Eindhoven TUe, NL
AS1162;SURFSARA-AS Science Park 140, NL
AS1163;SURFNET-AS SURFnet BV, NL
AS1164;SURFNET-AS SURFnet BV, NL
AS1165;SURFNET-AS SURFnet BV, NL
AS1166;NETSURF-AS netSURF BV, NL
AS1167;SURFNET-AS SURFnet BV, NL
AS1168;SURFNET-AS SURFnet BV, NL
AS1169;SURFNET-AS SURFnet BV, NL
AS1170;SURFNET-AS SURFnet BV, NL
AS1171;SURFNET-AS SURFnet BV, NL
AS1172;SURFNET-AS SURFnet BV, NL
AS1173;SURFNET-AS SURFnet BV, NL
AS1174;SURFNET-AS SURFnet BV, NL
AS1175;SURFNET-AS SURFnet BV, NL
AS1176;SURFNET-AS SURFnet BV, NL
AS1177;SURFNET-AS SURFnet BV, NL
AS1178;SURFNET-AS SURFnet BV, NL
AS1179;SURFNET-AS SURFnet BV, NL
AS1180;SURFNET-AS SURFnet BV, NL
AS1181;SURFNET-AS SURFnet BV, NL
AS1182;SURFNET-AS SURFnet BV, NL
AS1183;SURFNET-AS SURFnet BV, NL
AS1184;SURFNET-AS SURFnet BV, NL
AS1185;SURFNET-AS SURFnet BV, NL
AS1186;SURFNET-AS SURFnet BV, NL
AS1187;SURFNET-AS SURFnet BV, NL
AS1188;SURFNET-AS SURFnet BV, NL
AS1189;SURFNET-AS SURFnet BV, NL
AS1190;SURFNET-CTIT-QBONE-AS, NL
AS1191;SURFNET-AS SURFnet BV, NL
AS1192;SURFNET-AS SURFnet BV, NL
AS1193;SURFNET-AS SURFnet BV, NL
AS1194;SURFNET-AS SURFnet BV, NL
AS1195;SURFNET-AS SURFnet BV, NL
AS1196;SURFNET-AS SURFnet BV, NL
AS1197;NETWORKABILITY, IE
AS1198;Unused: was BELSURF, NL
AS1199;SPEELTUIN-AS SURFnet, NL
AS1200;AMS-IX1, NL
AS1201;ASN-ODU-AS-AS, US
AS1202;AS1202, US
AS1203;ITALTEL-AS Italtel Sit, EU
AS1204;SUNYNET-ASN-AS, US
AS1205;JKU-LINZ-AS University Linz, AT
AS1206;PSCNET-HS-AS, US
AS1207;PSCNET-HS-TEST-AS, US
AS1208;DNIC-AS-01208, US
AS1209;DNIC-AS-01209, US
AS1210;3RD-US-ARMY-ASN, US
AS1211;DNIC-AS-01211, US
AS1212;DNIC-AS-01212, US
AS1213;HEANET, IE
AS1214;COLOEXCHANGE, US
AS1215;ORACLE-NA-AS, US
AS1216;ORACLE-EUROPE-AS, US
AS1217;ORACLE-PACRIM-AS, US
AS1218;NCUBE-BELMONT-AS, US
AS1219;NCUBE-OREGON-AS, US
AS1220;INFOASN-AS, US
AS1221;ASN-TELSTRA Telstra Corporation Ltd, AU
AS1222;EPCC-AS, US
AS1223;AINET-AS1223, US
AS1224;NCSA-AS, US
AS1225;NTTA-1225, US
AS1226;CTA-42-AS1226, US
AS1227;SDSC-TEST1-AS, US
AS1228;UNINET-ASNBLOCK, ZA
AS1229;UNINET-ASNBLOCK, ZA
AS1230;UNINET-ASNBLOCK, ZA
AS1231;UNINET-ASNBLOCK, ZA
AS1232;UNINET-ASNBLOCK, ZA
AS1233;ERX-NASDA-ASN National Space Development Agency, JP
AS1234;FORTUM-AS Fortum, EU
AS1235;FR-U-1-CRI-RENNES Universite de Rennes1, EU
AS1236;GDIT-AS2, US
AS1237;KREONET-AS-KR KISTI, KR
AS1238;ICM-MALAYSIA, US
AS1239;SPRINTLINK, US
AS1240;ICM-PACIFIC, US
AS1241;FORTHNET-GR Forthnet, EU
AS1242;PLH-AS, US
AS1243;DNIC-AS-01243, US
AS1244;AMOCO-AS, US
AS1245;DET4LAN-AS, US
AS1246;TLL-WEST, US
AS1247;DNIC-RAS-01247, US
AS1248;HERE, NL
AS1249;FIVE-COLLEGES-AS, US
AS1250;ERX-SINGAPORE-AS NUS Information Technology, SG
AS1251;FUNDACAO DE AMPARO A PESQUISA DO ESTADO SAO PAULO, BR
AS1252;UNMC-AS, US
AS1253;VEROAUTOSYS-AS The National Board of Taxation, EU
AS1254;AS1254, US
AS1255;SMITHCOLLEGE-AS, US
AS1256;MASSNET-AS, US
AS1257;TELE2, EU
AS1258;XKL-NET-AS, US
AS1259;WRAIR-ASN, US
AS1260;PLE, US
AS1261;NATINST-AS-AS, US
AS1262;AS1262, US
AS1263;AS1263, US
AS1264;USACESPK-AS, US
AS1265;SAINT-MARYS-AS, US
AS1266;DNIC-AS-01266, US
AS1267;ASN-WINDTRE IUNET, IT
AS1268;WIND TRE, IT
AS1269;IUNET2-AS, IT
AS1270;UUNET-DE UUNET Germany, EU
AS1271;T-CNF-BBC-IPB Deutsche Telekom Technik GmbH T-CNF, EU
AS1272;Universitaet Konstanz, EU
AS1273;CW Vodafone Group PLC, EU
AS1274;FHG-IT-BIR FhG Institutszentrum Birlinghoven, EU
AS1275;DFN-BWIN-IP DFN-IP service and DFN customer networks, EU
AS1276;DSI-WR-18, US
AS1277;VXCHNGE-AS, US
AS1278;UNIONCARBIDE-AS, US
AS1279;MCDOUGLAS-AS McDonnell Douglas Information Systems International, EU
AS1280;ISC-AS-1280, US
AS1281;COGENT-1281, US
AS1282;COGENT-1282, US
AS1283;COGENT-1283, US
AS1284;COGENT-1284, US
AS1285;CMC-AS, US
AS1286;IVAS01, US
AS1287;PROFESSIONAL-EDUCATION-INSTITUTE, US
AS1288;-Reserved AS-, ZZ
AS1289;COLGATE-UNIVERSITY, US
AS1290;TELSTRAEUROPELTD-BACKBONE Telstra Europe Ltd, EU
AS1291;DNIC-AS-01291, US
AS1292;Instituto Tecnologico y de Estudios Superiores de Monterrey, MX
AS1293;HPES, US
AS1294;NTTDATA-SERVICES-AS1, US
AS1295;BGNOGE, US
AS1296;University of Chili, CL
AS1297;CERN1297, CH
AS1298;DNIC-AS-01298, US
AS1299;TWELVE99 Arelion, fka Telia Carrier, SE
AS1300;FR-RENATER-R3T2-MARSEILLE Reseau Regional R3T2, EU
AS1301;FR-EDFDPT3 Electricite de France Service National, EU
AS1302;FRANCE-ASNBLOCK-AS INRIA, EU
AS1303;FR-IDRIS-ORSAY FR, EU
AS1304;FR-SFINX SFINX Route Servers, EU
AS1305;FR-CICT-TOULOUSE FR, EU
AS1306;FRANCE-ASNBLOCK-AS INRIA, EU
AS1307;FR-U-JUSSIEU-PARIS, EU
AS1308;FRANCE-ASNBLOCK-AS INRIA, EU
AS1309;FR-RENATER Reseau National de telecommunications pour la Technologie, EU
AS1310;CACI-FED, US
AS1311;BARRA-NET-AS, US
AS1312;VA-TECH-AS, US
AS1313;ADOBE1-AS-AS, US
AS1314;DNIC-AS-01314, US
AS1315;IPFS, US
AS1316;AS1316, US
AS1317;DNIC-AS-01317, US
AS1318;ICRFNET-AS Imperial Cancer Research Fund, EU
AS1319;DNIC-AS-01319, US
AS1320;DNIC-AS-1320, US
AS1321;ANSBB-ASNNET-1, US
AS1322;ANSBB-ASNNET-1, US
AS1323;ANSBB-ASNNET-1, US
AS1324;ANSBB-ASNNET-1, US
AS1325;ANSBB-ASNNET-1, US
AS1326;ANSBB-ASNNET-1, US
AS1327;ANSBB-ASNNET-1, US
AS1328;ANSBB-ASNNET-1, US
AS1329;ANSBB-ASNNET-1, US
AS1330;ANSBB-ASNNET-1, US
AS1331;ANSBB-ASNNET-1, US
AS1332;ANSBB-ASNNET-1, US
AS1333;ANSBB-ASNNET-1, US
AS1334;ANSBB-ASNNET-1, US
AS1335;ANSBB-ASNNET-1, US
AS1336;ANSBB-ASNNET-1, US
AS1337;ANSBB-ASNNET-1, US
AS1338;ANSBB-ASNNET-1, US
AS1339;ANSBB-ASNNET-1, US
AS1340;ANSBB-ASNNET-1, US
AS1341;ROCKWELLCOLLINS-AS, US
AS1342;Fujitsu Invia Finland IP-network, EU
AS1343;NIMB, US
AS1344;DNIC-AS-01344, US
AS1345;DNIC-AS-01345, US
AS1346;DNIC-AS-01346, US
AS1347;VOYANT-LAB, US
AS1348;CA-DOTNET-AS, US
AS1349;RADIANZ-AS-1349, US
AS1350;SEARSNET-AS, US
AS1351;UVM-EDU-AS, US
AS1352;SISSA-AS1-AS Scuola Internazionale Sup. di Studi Avanzati, EU
AS1353;SISSA-AS2-AS Scuola Internazionale Sup. di Studi Avanzati, EU
AS1354;NEXT-ASN-AS, US
AS1355;ABELSONTAYLOR, US
AS1356;ASN-55WATER, US
AS1357;ORYX-ENERGY-AS, US
AS1358;HNSNET-AS, US
AS1359;INPO, US
AS1360;MEWS-04, US
AS1361;DNIC-AS-01361, US
AS1362;DNIC-AS-01362, US
AS1363;DNIC-AS-01363, US
AS1364;DNIC-AS-01364, US
AS1365;DNIC-AS-01365, US
AS1366;DNIC-AS-01366, US
AS1367;DNIC-AS-01367, US
AS1368;DNIC-AS-01368, US
AS1369;DNIC-AS-01369, US
AS1370;DNIC-AS-01370, US
AS1371;DNIC-AS-01371, US
AS1372;DNIC-AS-01372, US
AS1373;DNIC-AS-01373, US
AS1374;DNIC-AS-01374, US
AS1375;DNIC-AS-01375, US
AS1376;DNIC-AS-01376, US
AS1377;DNIC-AS-01377, US
AS1378;IBEL, US
AS1379;AS1379, US
AS1380;MCVEAN, US
AS1381;ANSBB-ASNNET-2, US
AS1382;ANSBB-ASNNET-2, US
AS1383;ANSBB-ASNNET-2, US
AS1384;ANSBB-ASNNET-2, US
AS1385;ANSBB-ASNNET-2, US
AS1386;ANSBB-ASNNET-2, US
AS1387;ANSBB-ASNNET-2, US
AS1388;ANSBB-ASNNET-2, US
AS1389;ANSBB-ASNNET-2, US
AS1390;ANSBB-ASNNET-2, US
AS1391;ANSBB-ASNNET-2, US
AS1392;ANSBB-ASNNET-2, US
AS1393;ANSBB-ASNNET-2, US
AS1394;ANSBB-ASNNET-2, US
AS1395;ANSBB-ASNNET-2, US
AS1396;T2-JC-AN, US
AS1397;T2-JC-CFE, US
AS1398;T2-JC-PN, US
AS1399;T2-CT-CN, US
AS1400;T2-CT-ASC, US
AS1401;DBI-CMH1, US
AS1402;T2-CT-PFE, US
AS1403;EBOX, CA
AS1404;VERTICALRESPONSE, US
AS1405;LIONAPPAREL, US
AS1406;MOTOROLA-MOBILITY, US
AS1407;QUOTEMEDIA, US
AS1408;CCB-AS, US
AS1409;CATAPULSION-1, US
AS1410;CELLONE-IP, US
AS1411;CHRISTOPHER-NEWPORT-UNIVERSITY, US
AS1412;GRVYUS-PIT-A, US
AS1413;AS-SBARRO, US
AS1414;ASN1, US
AS1415;CHNETWORK, US
AS1416;CHICAGO-PUBLIC-SCHOOLS, US
AS1417;PVH-INTERNET2, US
AS1418;MATE1-AS, CA
AS1419;SELERITY, US
AS1420;STL-C9D, US
AS1421;WANSECURITY, US
AS1422;MEDIA6-ASN, US
AS1423;CARSON-RTCA, US
AS1424;MOTOROLA-MOBILITY, US
AS1425;ELLICOTT-CITY-CABLE-WAVERLY, US
AS1426;LIGHTWAVENET, US
AS1427;ALION20706, US
AS1428;DRW-HOLDINGS, US
AS1429;ARG, US
AS1430;BB0-BOSTON, US
AS1431;ALLCONET, US
AS1432;AC-AS-1, US
AS1433;NEEV-SUPERCLOUD, US
AS1434;DWIM-590, US
AS1435;ASN-NWML-2, US
AS1436;HACKENSACK-MERIDIAN-HEALTH, US
AS1437;VISONEX-LLC, US
AS1438;PIONEER-STATE-MUTUAL-INSURANCE, US
AS1439;SBISD, US
AS1440;ALFORD-MEDIA-SERVICES-DAL-TX, US
AS1441;360-COMMUNICATIONS, US
AS1442;ASNSISL, US
AS1443;SUPERCOOPER01, US
AS1444;VCPI-ASN-1, US
AS1445;MILLIMAN, US
AS1446;TPC-1, US
AS1447;CHIPOTLE-MEXICAN-GRILL-INC, US
AS1448;UNITED-BROADBAND, US
AS1449;PAYPAL-CORP, US
AS1450;DNIC-AS-01450, US
AS1451;DNIC-ASBLK-01451-01456, US
AS1452;DNIC-ASBLK-01451-01456, US
AS1453;DNIC-ASBLK-01451-01456, US
AS1454;DNIC-ASBLK-01451-01456, US
AS1455;DNIC-ASBLK-01451-01456, US
AS1456;DNIC-ASBLK-01451-01456, US
AS1457;DNIC-AS-01457, US
AS1458;DNIC-ASBLK-01458-01460, US
AS1459;DNIC-ASBLK-01458-01460, US
AS1460;DNIC-ASBLK-01458-01460, US
AS1461;DNIC-AS-01461, US
AS1462;DNIC-ASBLK-01462-01463, US
AS1463;DNIC-ASBLK-01462-01463, US
AS1464;DNIC-ASBLK-01464-01465, US
AS1465;DNIC-ASBLK-01464-01465, US
AS1466;DNIC-AS-01466, US
AS1467;DNIC-ASBLK-01467-01468, US
